BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
68925,4766,08-MAR-20,6790875,2.99,1,WEST   ,10,2020
24476,845,04-MAR-19,2453864,1.49,1,EAST   ,9,2019
71382,151,30-MAR-20,4987409,1.0,1,EAST   ,13,2020
36614,4607,11-JUN-19,761731,4.49,1,WEST   ,23,2019
25084,514,09-MAR-19,92793,1.25,1,CENTRAL,9,2019
41201,2148,20-JUL-19,725423,1.78,2,CENTRAL,28,2019
27333,308,29-MAR-19,496200,1.99,1,EAST   ,12,2019
36805,151,12-JUN-19,86214,2.99,1,EAST   ,23,2019
2939,4405,10-SEP-18,6499336,12.99,1,EAST   ,36,2018
57320,4857,30-NOV-19,6885272,0.99,1,CENTRAL,47,2019
48040,1836,13-SEP-19,6510672,6.74,1,SOUTH  ,36,2019
78532,3496,10-JUN-20,95782,2.5,2,SOUTH  ,23,2020
80282,1895,27-JUN-20,8436,1.21,1,EAST   ,25,2020
50633,438,06-OCT-19,1453238,5.99,1,CENTRAL,40,2019
25971,2575,17-MAR-19,5291239,3.49,1,WEST   ,11,2019
1535,3232,29-AUG-18,377760,6.57,1,EAST   ,34,2018
74447,3809,01-MAY-20,90426,5.59,1,CENTRAL,17,2020
33124,692,13-MAY-19,88731,1.78,1,CENTRAL,19,2019
32893,1924,11-MAY-19,6263878,29.99,1,SOUTH  ,18,2019
983,4506,25-AUG-18,124625,1.67,1,SOUTH  ,33,2018
63597,1082,21-JAN-20,6574041,14.0,1,EAST   ,3,2020
65714,1709,09-FEB-20,1315290,2.99,1,CENTRAL,6,2020
68798,4498,07-MAR-20,8513,0.77,1,WEST   ,9,2020
70865,117,24-MAR-20,543847,2.07,3,EAST   ,12,2020
45425,2022,23-AUG-19,894258,0.7,1,SOUTH  ,33,2019
59334,2291,16-DEC-19,99691,3.49,1,SOUTH  ,50,2019
547,4037,21-AUG-18,4696352,3.59,1,EAST   ,33,2018
70295,3840,19-MAR-20,7156261,0.99,1,EAST   ,11,2020
58303,1265,08-DEC-19,4999394,7.99,1,EAST   ,49,2019
70101,984,17-MAR-20,89983,1.78,2,EAST   ,11,2020
75010,577,07-MAY-20,956984,4.29,1,CENTRAL,18,2020
79518,1545,20-JUN-20,4134967,1.5,1,WEST   ,24,2020
60295,1618,24-DEC-19,637669,1.37,1,WEST   ,51,2019
20231,4816,27-JAN-19,4223384,1.49,1,WEST   ,4,2019
71896,764,03-APR-20,959525,2.99,1,CENTRAL,13,2020
64729,428,01-FEB-20,778467,0.99,1,CENTRAL,4,2020
79630,2780,21-JUN-20,5685763,1.0,1,WEST   ,25,2020
62144,1661,09-JAN-20,6709323,5.49,1,WEST   ,1,2020
75988,1495,16-MAY-20,4489797,5.99,1,CENTRAL,19,2020
44385,815,15-AUG-19,6440520,2.88,1,CENTRAL,32,2019
21373,3993,06-FEB-19,778511,4.67,1,WEST   ,5,2019
42892,1797,02-AUG-19,9057,2.84,1,CENTRAL,30,2019
81299,60,06-JUL-20,81169,2.99,1,EAST   ,27,2020
67058,117,22-FEB-20,7229897,1.5,1,EAST   ,7,2020
72246,1631,08-APR-20,190222,3.99,1,WEST   ,14,2020
84099,3784,03-AUG-20,8457,3.99,1,CENTRAL,31,2020
44607,554,16-AUG-19,902387,0.84,4,CENTRAL,32,2019
67733,1924,28-FEB-20,5313707,2.99,1,SOUTH  ,8,2020
33286,3486,14-MAY-19,3669640,2.99,1,SOUTH  ,19,2019
39151,4078,02-JUL-19,452944,2.0,2,EAST   ,26,2019
35466,3496,01-JUN-19,86339,0.4,1,SOUTH  ,21,2019
27137,4982,27-MAR-19,4199782,3.79,1,WEST   ,12,2019
53709,1120,01-NOV-19,6991007,2.99,1,EAST   ,43,2019
52847,3840,24-OCT-19,100944,3.29,1,EAST   ,42,2019
76132,1192,18-MAY-20,7063767,11.99,1,EAST   ,20,2020
72838,210,14-APR-20,4004061,5.0,2,EAST   ,15,2020
76598,3655,22-MAY-20,5803710,1.98,2,SOUTH  ,20,2020
80541,1647,30-JUN-20,1083196,3.0,1,WEST   ,26,2020
77959,2435,04-JUN-20,5788700,2.99,1,WEST   ,22,2020
33205,2453,14-MAY-19,5991899,2.0,2,WEST   ,19,2019
46029,3467,27-AUG-19,5864243,4.49,1,SOUTH  ,34,2019
36132,183,07-JUN-19,89214,2.19,1,EAST   ,22,2019
17688,3889,06-JAN-19,81571,1.79,1,SOUTH  ,1,2019
33343,984,15-MAY-19,105552,0.79,1,EAST   ,19,2019
49427,2175,26-SEP-19,5640106,3.58,2,WEST   ,38,2019
17631,2442,06-JAN-19,5504001,1.99,1,WEST   ,1,2019
790,1770,23-AUG-18,135392,1.98,2,CENTRAL,33,2018
28601,1473,08-APR-19,420614,4.99,2,WEST   ,14,2019
48028,3246,13-SEP-19,4129551,3.69,1,SOUTH  ,36,2019
80054,3889,25-JUN-20,7125820,5.49,1,SOUTH  ,25,2020
43606,1192,08-AUG-19,2750853,4.69,1,EAST   ,31,2019
66516,1861,16-FEB-20,2496338,1.99,1,CENTRAL,7,2020
44572,4458,16-AUG-19,99784,6.98,2,SOUTH  ,32,2019
81066,1770,04-JUL-20,678724,1.25,1,CENTRAL,26,2020
77567,3496,31-MAY-20,101635,1.89,1,SOUTH  ,22,2020
69155,1251,11-MAR-20,1383891,15.81,2,EAST   ,10,2020
73443,2762,20-APR-20,6412077,1.67,1,WEST   ,16,2020
63365,3411,19-JAN-20,5982766,2.99,1,SOUTH  ,3,2020
77351,1241,29-MAY-20,737814,1.99,1,EAST   ,21,2020
31371,3214,29-APR-19,6785406,3.99,1,SOUTH  ,17,2019
41004,1545,17-JUL-19,5358663,6.98,2,WEST   ,28,2019
69079,3811,09-MAR-20,89154,0.39,1,SOUTH  ,10,2020
71690,117,02-APR-20,5526346,4.99,1,EAST   ,13,2020
60410,764,24-DEC-19,273473,2.5,1,CENTRAL,51,2019
31767,308,03-MAY-19,72144,1.25,1,EAST   ,17,2019
15009,3889,16-DEC-18,5758982,6.99,1,SOUTH  ,50,2018
55661,2433,17-NOV-19,6616509,2.49,1,WEST   ,46,2019
52933,2638,24-OCT-19,7086881,24.0,1,WEST   ,42,2019
8060,2990,21-OCT-18,6787974,3.99,1,CENTRAL,42,2018
29281,3809,13-APR-19,4022948,1.0,1,CENTRAL,14,2019
8949,401,28-OCT-18,72658,1.57,1,CENTRAL,43,2018
44070,3243,11-AUG-19,97417,8.49,1,SOUTH  ,32,2019
26909,4183,25-MAR-19,4864297,1.79,1,WEST   ,12,2019
25283,2710,11-MAR-19,4321440,3.49,1,WEST   ,10,2019
21040,3496,04-FEB-19,93783,1.99,1,SOUTH  ,5,2019
46722,1187,02-SEP-19,5836140,5.29,1,EAST   ,35,2019
60728,4745,28-DEC-19,96918,0.89,1,WEST   ,51,2019
68359,4218,03-MAR-20,4180139,3.59,1,EAST   ,9,2020
80336,801,27-JUN-20,6095048,4.49,1,CENTRAL,25,2020
4140,839,20-SEP-18,102612,4.99,1,EAST   ,37,2018
70349,1446,19-MAR-20,266876,2.59,1,SOUTH  ,11,2020
24946,4372,08-MAR-19,965010,4.49,1,CENTRAL,9,2019
25086,4249,09-MAR-19,6931256,1.99,1,EAST   ,9,2019
28371,2420,06-APR-19,1411997,4.76,1,WEST   ,13,2019
11799,1446,19-NOV-18,100940,1.89,1,SOUTH  ,46,2018
18129,3004,11-JAN-19,3781030,0.78,1,SOUTH  ,1,2019
52554,4126,21-OCT-19,5744512,2.99,1,CENTRAL,42,2019
82120,3111,14-JUL-20,4188170,2.5,1,SOUTH  ,28,2020
74399,2630,30-APR-20,6956919,11.54,2,CENTRAL,17,2020
383,651,19-AUG-18,5779241,1.0,1,CENTRAL,33,2018
54290,3993,06-NOV-19,2582486,1.47,1,WEST   ,44,2019
14314,1120,10-DEC-18,5618860,2.49,1,EAST   ,49,2018
81909,401,11-JUL-20,6356500,4.59,1,CENTRAL,27,2020
6118,1020,06-OCT-18,6583,3.47,1,EAST   ,39,2018
60836,4713,28-DEC-19,7113239,-3.29,-1,SOUTH  ,51,2019
74297,4405,30-APR-20,6503182,14.99,1,EAST   ,17,2020
65456,2436,07-FEB-20,4011510,8.99,1,WEST   ,5,2020
22274,2638,13-FEB-19,5749443,5.99,1,WEST   ,6,2019
33141,4005,13-MAY-19,5757345,2.5,1,WEST   ,19,2019
63558,3358,22-JAN-20,3679387,2.49,1,SOUTH  ,3,2020
57538,1102,02-DEC-19,986040,3.59,1,EAST   ,48,2019
29535,2780,16-APR-19,6347901,1.25,1,WEST   ,15,2019
64253,2371,27-JAN-20,93161,6.98,2,WEST   ,4,2020
21577,794,08-FEB-19,6822952,5.99,1,EAST   ,5,2019
29986,984,19-APR-19,5508375,3.34,1,EAST   ,15,2019
37518,151,18-JUN-19,5370644,6.99,1,EAST   ,24,2019
67226,1492,22-FEB-20,1023718,0.57,1,EAST   ,7,2020
943,3111,24-AUG-18,89179,1.29,1,SOUTH  ,33,2018
19557,4607,22-JAN-19,4004337,2.99,1,WEST   ,3,2019
67396,1080,24-FEB-20,5849505,3.98,1,EAST   ,8,2020
55627,3672,16-NOV-19,710000,3.98,2,EAST   ,45,2019
73143,3809,17-APR-20,3680974,0.99,1,CENTRAL,15,2020
19890,1034,25-JAN-19,679895,0.25,1,EAST   ,3,2019
58604,655,10-DEC-19,89421,1.99,1,CENTRAL,49,2019
73066,1554,17-APR-20,6763821,12.99,1,EAST   ,15,2020
14790,2433,15-DEC-18,6988902,21.21,3,WEST   ,49,2018
48248,808,15-SEP-19,101619,3.99,1,CENTRAL,37,2019
51472,3895,13-OCT-19,9276,0.79,1,SOUTH  ,41,2019
23882,2143,26-FEB-19,5053824,5.29,1,EAST   ,8,2019
68868,2442,08-MAR-20,85893,1.99,1,WEST   ,10,2020
75963,4420,16-MAY-20,6519407,2.79,1,EAST   ,19,2020
72308,1873,09-APR-20,698162,2.49,1,CENTRAL,14,2020
38562,2200,28-JUN-19,6779687,1.69,1,WEST   ,25,2019
61749,60,05-JAN-20,7257908,3.99,1,EAST   ,1,2020
76313,3758,19-MAY-20,5219398,2.5,1,SOUTH  ,20,2020
82720,4085,20-JUL-20,102710,3.49,1,CENTRAL,29,2020
63602,2707,21-JAN-20,305086,1.07,1,EAST   ,3,2020
51697,2433,15-OCT-19,761745,1.77,1,WEST   ,41,2019
2244,4757,04-SEP-18,5229522,1.67,1,CENTRAL,35,2018
2744,3247,08-SEP-18,6731479,6.99,1,SOUTH  ,35,2018
79948,2066,24-JUN-20,491608,1.79,1,CENTRAL,25,2020
74252,2200,29-APR-20,8485,1.68,1,WEST   ,17,2020
25527,183,13-MAR-19,788160,1.0,1,EAST   ,10,2019
80541,1647,30-JUN-20,472462,3.98,2,WEST   ,26,2020
13701,3105,05-DEC-18,1360338,10.75,1,SOUTH  ,48,2018
60362,3246,24-DEC-19,678724,1.09,1,SOUTH  ,51,2019
71371,3881,30-MAR-20,4193477,4.0,2,SOUTH  ,13,2020
75622,4453,12-MAY-20,97164,1.0,1,SOUTH  ,19,2020
65690,3893,09-FEB-20,694606,2.0,1,SOUTH  ,6,2020
83371,1990,27-JUL-20,5940244,9.45,1,CENTRAL,30,2020
49011,401,22-SEP-19,89820,0.78,2,CENTRAL,38,2019
72758,3881,13-APR-20,2390144,5.99,1,SOUTH  ,15,2020
41344,4171,20-JUL-19,2472631,1.99,1,EAST   ,28,2019
63583,984,21-JAN-20,6066968,7.01,2,EAST   ,3,2020
78139,3151,06-JUN-20,1066025,1.49,1,CENTRAL,22,2020
16017,3418,23-DEC-18,278299,1.79,1,SOUTH  ,51,2018
54704,2575,09-NOV-19,6501257,8.99,1,WEST   ,44,2019
49958,984,29-SEP-19,5107273,2.5,1,EAST   ,39,2019
43957,2232,10-AUG-19,3808639,0.99,1,CENTRAL,31,2019
51020,3603,09-OCT-19,1139830,7.99,1,SOUTH  ,40,2019
67640,3840,26-FEB-20,5615016,1.1,2,EAST   ,8,2020
1120,10,26-AUG-18,761347,5.49,1,EAST   ,34,2018
17676,3411,06-JAN-19,709846,5.99,1,SOUTH  ,1,2019
24391,4011,04-MAR-19,6769942,4.0,2,SOUTH  ,9,2019
41112,1446,18-JUL-19,76738,1.99,1,SOUTH  ,28,2019
61239,2629,31-DEC-19,5750473,3.0,1,WEST   ,52,2019
61285,3398,01-JAN-20,912419,1.39,1,SOUTH  ,52,2020
3596,1916,15-SEP-18,93788,5.99,1,WEST   ,36,2018
33209,3809,14-MAY-19,102741,2.5,1,CENTRAL,19,2019
31232,4809,29-APR-19,5003150,1.74,1,CENTRAL,17,2019
13621,2337,05-DEC-18,6391786,13.6,1,CENTRAL,48,2018
31014,2573,27-APR-19,8478,2.76,4,WEST   ,16,2019
15834,3758,22-DEC-18,6180195,1.29,1,SOUTH  ,50,2018
9113,4766,29-OCT-18,6442089,2.0,1,WEST   ,43,2018
60025,159,22-DEC-19,3974208,5.0,2,EAST   ,51,2019
72067,4085,05-APR-20,3808643,1.99,1,CENTRAL,14,2020
69472,1265,13-MAR-20,7119612,5.99,1,EAST   ,10,2020
69486,4724,13-MAR-20,97271,2.49,1,WEST   ,10,2020
24669,2572,06-MAR-19,4739641,1.94,1,WEST   ,9,2019
34698,3476,26-MAY-19,89822,0.39,1,SOUTH  ,21,2019
40441,1270,13-JUL-19,1351832,2.89,1,CENTRAL,27,2019
63401,2264,19-JAN-20,991978,3.49,1,SOUTH  ,3,2020
76780,3842,23-MAY-20,6840806,1.0,1,SOUTH  ,20,2020
79636,99,21-JUN-20,6412077,0.99,1,SOUTH  ,25,2020
44631,2512,16-AUG-19,787870,3.99,1,WEST   ,32,2019
48973,2150,21-SEP-19,8898,3.22,1,EAST   ,37,2019
72311,789,09-APR-20,4945889,2.49,1,CENTRAL,14,2020
40094,4766,09-JUL-19,293424,6.37,1,WEST   ,27,2019
10320,1165,08-NOV-18,4417838,1.99,1,EAST   ,44,2018
49309,655,25-SEP-19,7091133,2.95,1,CENTRAL,38,2019
3053,60,10-SEP-18,5573576,3.49,1,EAST   ,36,2018
76450,3687,21-MAY-20,4149080,12.71,3,SOUTH  ,20,2020
45354,401,22-AUG-19,95120,4.58,2,CENTRAL,33,2019
26907,4766,25-MAR-19,5110754,2.91,1,WEST   ,12,2019
52398,3889,20-OCT-19,6534705,3.99,1,SOUTH  ,42,2019
39716,1441,07-JUL-19,1084620,3.5,1,WEST   ,27,2019
72441,3977,09-APR-20,4193477,6.0,3,EAST   ,14,2020
79392,1015,19-JUN-20,787937,5.49,1,EAST   ,24,2020
55960,4085,19-NOV-19,88731,1.78,1,CENTRAL,46,2019
7920,1251,19-OCT-18,3740395,2.78,2,EAST   ,41,2018
55853,1241,18-NOV-19,6828770,4.49,1,EAST   ,46,2019
54704,2575,09-NOV-19,750108,3.79,1,WEST   ,44,2019
12458,3895,25-NOV-18,8473,1.18,2,SOUTH  ,47,2018
6647,3220,10-OCT-18,6718480,1.99,1,SOUTH  ,40,2018
78997,401,14-JUN-20,7222238,3.59,1,CENTRAL,24,2020
37153,3551,15-JUN-19,5275937,3.49,1,SOUTH  ,23,2019
76589,1251,22-MAY-20,3683795,3.38,2,EAST   ,20,2020
50749,4766,07-OCT-19,86362,2.79,1,WEST   ,40,2019
83401,2436,27-JUL-20,1082105,9.58,2,WEST   ,30,2020
83962,3904,02-AUG-20,89983,0.89,1,EAST   ,31,2020
39790,2745,07-JUL-19,87647,3.98,2,WEST   ,27,2019
5231,4614,29-SEP-18,4778377,2.99,1,WEST   ,38,2018
24766,4085,06-MAR-19,6983688,5.99,1,CENTRAL,9,2019
16990,3940,31-DEC-18,385965,0.0,1,EAST   ,52,2018
70423,159,21-MAR-20,8512,0.4,1,EAST   ,11,2020
7866,4982,20-OCT-18,784917,5.49,1,WEST   ,41,2018
78957,3893,14-JUN-20,277345,3.79,1,SOUTH  ,24,2020
83270,1192,26-JUL-20,7243678,2.99,1,EAST   ,30,2020
53862,762,02-NOV-19,8436,0.65,1,CENTRAL,43,2019
2181,2507,03-SEP-18,98518,0.89,1,WEST   ,35,2018
49340,3672,24-SEP-19,7022978,1.99,1,EAST   ,38,2019
36171,3246,08-JUN-19,5204435,6.99,1,SOUTH  ,22,2019
41574,4037,23-JUL-19,6996587,2.98,2,EAST   ,29,2019
47762,3022,09-SEP-19,778223,2.49,1,SOUTH  ,36,2019
31207,1532,28-APR-19,8653,0.89,1,WEST   ,17,2019
79582,2519,20-JUN-20,5509928,2.78,2,WEST   ,24,2020
64827,361,02-FEB-20,100057,2.69,1,SOUTH  ,5,2020
25517,3842,13-MAR-19,32767,1.56,1,SOUTH  ,10,2019
26464,4078,21-MAR-19,4644577,1.8,1,EAST   ,11,2019
53870,401,02-NOV-19,5114373,5.97,3,CENTRAL,43,2019
76439,1448,20-MAY-20,75309,2.5,1,SOUTH  ,20,2020
16680,159,30-DEC-18,102983,3.98,2,EAST   ,52,2018
5987,4065,05-OCT-18,5778083,1.0,1,EAST   ,39,2018
6584,2762,09-OCT-18,6667539,2.39,1,WEST   ,40,2018
69619,3163,14-MAR-20,86357,2.5,1,SOUTH  ,10,2020
3312,1277,13-SEP-18,787532,2.24,1,CENTRAL,36,2018
71860,3246,04-APR-20,5918749,10.99,1,SOUTH  ,13,2020
15903,2391,23-DEC-18,3988675,1.99,1,WEST   ,51,2018
48848,4126,21-SEP-19,761606,3.98,2,CENTRAL,37,2019
25729,991,15-MAR-19,5543010,1.67,1,EAST   ,10,2019
78624,3811,11-JUN-20,3740393,1.0,1,SOUTH  ,23,2020
12746,779,28-NOV-18,5982766,2.99,1,CENTRAL,47,2018
6323,1265,07-OCT-18,854153,1.25,1,EAST   ,40,2018
80016,4568,24-JUN-20,5732788,6.99,1,EAST   ,25,2020
72568,3655,11-APR-20,99097,1.99,1,SOUTH  ,14,2020
42584,4218,30-JUL-19,5574298,3.0,3,EAST   ,30,2019
60401,3904,24-DEC-19,93067,0.65,1,EAST   ,51,2019
58429,3044,10-DEC-19,321329,1.99,1,EAST   ,49,2019
75790,3889,13-MAY-20,5039877,1.39,1,SOUTH  ,19,2020
6656,3246,10-OCT-18,6237209,1.98,2,SOUTH  ,40,2018
82662,3044,20-JUL-20,505766,6.49,1,EAST   ,29,2020
2436,4218,05-SEP-18,9057,0.48,1,EAST   ,35,2018
60358,2756,24-DEC-19,985415,1.59,1,CENTRAL,51,2019
2384,60,05-SEP-18,3946891,1.5,1,EAST   ,35,2018
60271,2077,23-DEC-19,604344,8.99,1,EAST   ,51,2019
27618,1195,31-MAR-19,84775,1.29,1,EAST   ,13,2019
73451,2531,20-APR-20,1338661,8.79,1,WEST   ,16,2020
38367,815,25-JUN-19,2901448,2.87,1,CENTRAL,25,2019
40547,590,13-JUL-19,93080,1.99,1,CENTRAL,27,2019
82546,3904,19-JUL-20,4881830,5.64,1,EAST   ,29,2020
2867,1195,09-SEP-18,5282783,3.29,1,EAST   ,36,2018
79765,779,22-JUN-20,7316195,6.99,1,CENTRAL,25,2020
83869,4857,01-AUG-20,6097559,3.5,1,CENTRAL,30,2020
52165,4171,18-OCT-19,6528067,0.95,1,EAST   ,41,2019
19481,1924,21-JAN-19,9210,1.42,1,SOUTH  ,3,2019
58364,1404,09-DEC-19,7020491,9.99,1,SOUTH  ,49,2019
52871,815,25-OCT-19,98396,2.99,1,CENTRAL,42,2019
21390,4604,06-FEB-19,453624,1.5,1,WEST   ,5,2019
18686,4719,14-JAN-19,5490029,0.87,1,CENTRAL,2,2019
3451,3319,14-SEP-18,100923,10.17,3,EAST   ,36,2018
46906,4778,04-SEP-19,650492,1.0,1,WEST   ,35,2019
57713,4405,03-DEC-19,6849087,7.99,1,EAST   ,48,2019
84763,3151,09-AUG-20,1113260,7.99,1,CENTRAL,32,2020
29787,2433,17-APR-19,6582122,8.97,3,WEST   ,15,2019
74563,992,02-MAY-20,7253508,1.78,2,EAST   ,17,2020
67021,3111,21-FEB-20,85947,0.79,1,SOUTH  ,7,2020
77676,361,01-JUN-20,6047583,1.0,1,SOUTH  ,22,2020
47484,2077,08-SEP-19,761966,2.5,1,EAST   ,36,2019
27761,1290,01-APR-19,95297,1.59,1,CENTRAL,13,2019
2842,4293,09-SEP-18,100886,2.59,1,SOUTH  ,36,2018
25622,4614,13-MAR-19,6269531,1.76,2,WEST   ,10,2019
50453,4879,04-OCT-19,9082,1.49,1,CENTRAL,39,2019
44418,3523,14-AUG-19,1372692,7.47,1,SOUTH  ,32,2019
4050,4065,18-SEP-18,1067205,5.99,1,EAST   ,37,2018
76506,4037,21-MAY-20,74182,3.99,1,EAST   ,20,2020
53542,3785,30-OCT-19,1023718,1.07,1,EAST   ,43,2019
77743,159,02-JUN-20,4188171,2.5,1,EAST   ,22,2020
48851,160,20-SEP-19,3168863,5.98,2,EAST   ,37,2019
8318,4766,22-OCT-18,3808642,1.5,1,WEST   ,42,2018
11091,3358,14-NOV-18,6442808,11.58,2,SOUTH  ,45,2018
74640,99,03-MAY-20,85845,2.95,5,SOUTH  ,18,2020
37235,2011,16-JUN-19,6910567,0.94,1,EAST   ,24,2019
34195,1080,23-MAY-19,1443902,2.99,1,EAST   ,20,2019
43294,1437,05-AUG-19,7136314,2.39,1,WEST   ,31,2019
56139,514,20-NOV-19,668110,5.58,2,CENTRAL,46,2019
57402,3164,01-DEC-19,6330520,2.49,1,SOUTH  ,48,2019
55419,1251,14-NOV-19,6877056,6.99,1,EAST   ,45,2019
26835,2572,24-MAR-19,147678,2.99,1,WEST   ,12,2019
3049,3214,10-SEP-18,95684,4.99,1,SOUTH  ,36,2018
62919,1270,15-JAN-20,88189,5.99,1,CENTRAL,2,2020
84726,1748,09-AUG-20,5390475,2.99,1,WEST   ,32,2020
82135,3603,14-JUL-20,1109547,2.69,1,SOUTH  ,28,2020
24045,1748,28-FEB-19,2269907,2.5,2,WEST   ,8,2019
6537,3164,09-OCT-18,3670038,0.79,1,SOUTH  ,40,2018
26459,1187,21-MAR-19,544802,1.75,1,EAST   ,11,2019
76123,992,18-MAY-20,84775,2.99,1,EAST   ,20,2020
11348,4987,16-NOV-18,5161121,23.98,2,CENTRAL,45,2018
52256,815,19-OCT-19,607197,5.99,1,CENTRAL,41,2019
27113,3655,26-MAR-19,101392,3.49,1,SOUTH  ,12,2019
27885,2345,02-APR-19,87335,2.49,1,WEST   ,13,2019
76539,2507,21-MAY-20,125974,2.0,1,WEST   ,20,2020
19896,3496,25-JAN-19,6595599,4.99,1,SOUTH  ,3,2019
35896,4017,05-JUN-19,2267712,0.14,1,WEST   ,22,2019
42298,4713,28-JUL-19,5593954,3.89,1,SOUTH  ,30,2019
39290,789,03-JUL-19,789341,4.19,1,CENTRAL,26,2019
7854,815,19-OCT-18,639894,3.99,1,CENTRAL,41,2018
44426,2345,14-AUG-19,660720,10.99,1,WEST   ,32,2019
84444,1895,09-AUG-20,84766,2.19,1,EAST   ,32,2020
1179,4126,27-AUG-18,385310,3.29,1,CENTRAL,34,2018
55200,3151,12-NOV-19,8507,0.75,1,CENTRAL,45,2019
70543,651,21-MAR-20,559570,1.99,1,CENTRAL,11,2020
67066,4816,22-FEB-20,7255473,0.49,1,WEST   ,7,2020
77463,4713,30-MAY-20,7054070,3.49,1,SOUTH  ,21,2020
71377,1729,30-MAR-20,930553,1.0,1,CENTRAL,13,2020
61017,1770,30-DEC-19,494171,4.99,1,CENTRAL,52,2019
53035,4171,26-OCT-19,72569,1.0,1,EAST   ,42,2019
35750,554,04-JUN-19,5295704,0.0,1,CENTRAL,22,2019
71476,3151,31-MAR-20,416782,2.99,1,CENTRAL,13,2020
7285,3411,14-OCT-18,85386,1.48,2,SOUTH  ,41,2018
59979,4713,21-DEC-19,761821,3.0,1,SOUTH  ,50,2019
82161,3889,15-JUL-20,761606,1.99,1,SOUTH  ,28,2020
26546,815,22-MAR-19,416643,4.87,1,CENTRAL,11,2019
340,4457,19-AUG-18,92176,2.79,1,SOUTH  ,33,2018
36453,10,09-JUN-19,6779701,2.89,1,EAST   ,23,2019
26771,151,24-MAR-19,100944,7.41,4,EAST   ,12,2019
33498,401,17-MAY-19,883455,3.99,1,CENTRAL,19,2019
20018,1404,26-JAN-19,906086,4.49,1,SOUTH  ,3,2019
55695,3496,17-NOV-19,7156170,11.99,1,SOUTH  ,46,2019
44738,3784,17-AUG-19,6409167,8.29,1,CENTRAL,32,2019
21603,3893,08-FEB-19,637669,1.99,1,SOUTH  ,5,2019
18956,2436,18-JAN-19,761821,8.37,3,WEST   ,2,2019
50536,172,05-OCT-19,415120,2.64,3,EAST   ,39,2019
43489,4126,06-AUG-19,761745,14.67,4,CENTRAL,31,2019
38889,99,30-JUN-19,1372692,4.23,1,SOUTH  ,26,2019
21232,845,05-FEB-19,635801,2.99,1,EAST   ,5,2019
11228,2150,16-NOV-18,136539,4.99,1,EAST   ,45,2018
43572,2575,08-AUG-19,6639949,1.0,1,WEST   ,31,2019
19063,3014,18-JAN-19,4489719,1.0,1,SOUTH  ,2,2019
67380,4171,24-FEB-20,5475682,1.99,1,EAST   ,8,2020
47637,1795,10-SEP-19,3966224,2.08,1,WEST   ,36,2019
81757,4057,10-JUL-20,777867,2.19,1,EAST   ,27,2020
17821,3672,07-JAN-19,5987704,1.0,1,EAST   ,1,2019
23911,1949,27-FEB-19,1360515,9.78,1,WEST   ,8,2019
9296,794,31-OCT-18,254615,7.78,2,EAST   ,43,2018
59176,308,15-DEC-19,761846,5.0,3,EAST   ,50,2019
28483,1034,07-APR-19,662517,1.0,1,EAST   ,14,2019
74645,1020,03-MAY-20,551329,1.0,1,EAST   ,18,2020
67895,2320,29-FEB-20,102836,10.98,1,WEST   ,8,2020
19377,1770,20-JAN-19,4625172,3.41,1,CENTRAL,3,2019
37120,2629,15-JUN-19,6645393,3.59,1,WEST   ,23,2019
14433,2436,11-DEC-18,5468390,1.59,1,WEST   ,49,2018
68534,4607,05-MAR-20,5112252,9.49,1,WEST   ,9,2020
60095,3993,23-DEC-19,4945887,2.99,1,WEST   ,51,2019
811,54,23-AUG-18,1023718,1.17,1,EAST   ,33,2018
69376,1245,12-MAR-20,8471,2.5,2,EAST   ,10,2020
7537,3105,17-OCT-18,6426278,4.59,1,SOUTH  ,41,2018
55652,2322,17-NOV-19,96330,1.29,1,WEST   ,46,2019
73729,172,24-APR-20,6442651,2.97,1,EAST   ,16,2020
1154,3358,26-AUG-18,5450294,4.79,1,SOUTH  ,34,2018
49175,2436,24-SEP-19,7033120,19.99,1,WEST   ,38,2019
34755,1545,27-MAY-19,92085,3.29,1,WEST   ,21,2019
969,3022,25-AUG-18,141916,3.39,1,SOUTH  ,33,2018
55135,2024,11-NOV-19,959528,3.59,1,WEST   ,45,2019
7831,1795,19-OCT-18,2390135,2.5,2,WEST   ,41,2018
45357,632,22-AUG-19,97762,1.99,1,CENTRAL,33,2019
563,4078,21-AUG-18,1109954,9.87,3,EAST   ,33,2018
19144,4713,19-JAN-19,4476378,1.19,1,SOUTH  ,2,2019
54106,3220,04-NOV-19,3157758,3.99,1,SOUTH  ,44,2019
20191,1618,27-JAN-19,9087,0.33,1,WEST   ,4,2019
11504,2379,18-NOV-18,99400,0.88,1,WEST   ,46,2018
38206,3758,24-JUN-19,1015992,3.0,3,CENTRAL,25,2019
40392,1015,12-JUL-19,1360309,6.14,1,EAST   ,27,2019
11310,1290,15-NOV-18,85836,5.97,3,CENTRAL,45,2018
45610,1015,24-AUG-19,85403,1.39,1,EAST   ,33,2019
22160,4005,13-FEB-19,3072222,1.67,1,WEST   ,6,2019
58224,99,08-DEC-19,5196292,2.99,1,SOUTH  ,49,2019
14168,3060,09-DEC-18,468177,2.99,1,SOUTH  ,49,2018
41625,4766,22-JUL-19,8490,1.58,2,WEST   ,29,2019
